QuizSessionId,AnswerId,UserId,QuizId,QuestionId,IsCorrect,AnswerValue,CorrectAnswer,QuestionSequence,ConstructId,Type,Timestamp
7,,4,202465,76005,,,,3,2257,Lesson,2022-02-01 04:31:27.667000
7,51.0,4,202465,76153,0,2,1,3,2257,Checkout,2022-02-01 04:31:33.370000
7,52.0,4,202465,76153,0,3,1,3,2257,CheckoutRetry,2022-02-01 04:31:45.893333
7,53.0,4,202465,76006,1,2,2,4,2252,Checkin,2022-02-01 04:32:17.800000
7,54.0,4,202465,95802,1,3,3,5,2257,Checkin,2022-02-01 04:32:51.573333
8,55.0,5,232950,131431,0,2,1,1,435,Checkin,2022-02-01 06:12:25.663333
8,56.0,5,232950,131431,1,1,1,1,435,CheckinRetry,2022-02-01 06:13:40.433333
8,57.0,5,232950,131432,0,1,4,2,433,Checkin,2022-02-01 06:15:01.370000
8,58.0,5,232950,131432,0,3,4,2,433,CheckinRetry,2022-02-01 06:16:18.873333
8,,5,232950,131432,,,,2,433,Lesson,2022-02-01 06:26:19.423000
8,59.0,5,232950,133665,1,4,4,2,433,Checkout,2022-02-01 06:27:03.446666
8,60.0,5,232950,131433,1,1,1,3,427,Checkin,2022-02-01 06:30:41.523333
8,61.0,5,232950,131434,1,2,2,4,435,Checkin,2022-02-01 06:31:12.470000
8,62.0,5,232950,131435,0,4,3,5,435,Checkin,2022-02-01 06:33:29.163333
8,63.0,5,232950,131435,0,2,3,5,435,CheckinRetry,2022-02-01 06:37:21.150000
8,,5,232950,131435,,,,5,435,Lesson,2022-02-01 06:46:55.680000
8,64.0,5,232950,133668,1,4,4,5,435,Checkout,2022-02-01 06:48:08.616666
9,65.0,6,202675,89453,1,3,3,1,440,Checkin,2022-02-01 06:17:49.613333
9,66.0,6,202675,89550,1,3,3,2,450,Checkin,2022-02-01 06:18:04.940000
9,67.0,6,202675,89551,1,3,3,3,274,Checkin,2022-02-01 06:18:17.123333
9,68.0,6,202675,89552,0,4,3,4,277,Checkin,2022-02-01 06:18:46.070000
9,69.0,6,202675,89552,1,3,3,4,277,CheckinRetry,2022-02-01 06:18:49.860000
9,70.0,6,202675,89553,1,1,1,5,270,Checkin,2022-02-01 06:19:07.883333
9,,6,202675,89553,,,,5,270,Lesson,2022-02-01 06:19:37.570000
9,71.0,6,202675,120812,0,3,1,5,270,Checkout,2022-02-01 06:19:48.220000
9,72.0,6,202675,120812,1,1,1,5,270,CheckoutRetry,2022-02-01 06:19:59.190000
10,73.0,5,232951,131436,1,1,1,1,422,Checkin,2022-02-01 06:52:05.923333
10,74.0,5,232951,131437,0,2,4,2,428,Checkin,2022-02-01 06:53:02.053333
10,75.0,5,232951,131437,1,4,4,2,428,CheckinRetry,2022-02-01 06:53:41.453333
10,76.0,5,232951,131438,1,3,3,3,429,Checkin,2022-02-01 06:54:45.936666
10,77.0,5,232951,131439,1,1,1,4,436,Checkin,2022-02-01 06:56:29.613333
10,78.0,5,232951,131440,1,2,2,5,437,Checkin,2022-02-01 06:56:59.380000
11,79.0,7,201910,75995,1,2,2,1,2210,Checkin,2022-02-01 06:53:55.216666
11,80.0,7,201910,75996,1,3,3,2,2208,Checkin,2022-02-01 06:54:07.226666
11,81.0,7,201910,75997,1,4,4,3,2211,Checkin,2022-02-01 06:54:17.973333
11,82.0,7,201910,75998,1,4,4,4,2253,Checkin,2022-02-01 06:54:38.923333
11,83.0,7,201910,75999,1,2,2,5,3065,Checkin,2022-02-01 06:55:12.040000
11,,7,201910,75999,,,,5,3065,Lesson,2022-02-01 06:55:40.477000
11,84.0,7,201910,76147,1,1,1,5,3065,Checkout,2022-02-01 06:55:51.236666
12,85.0,8,202049,89261,1,4,4,1,106,Checkin,2022-02-01 06:54:09.640000
12,86.0,8,202049,89289,1,1,1,2,2564,Checkin,2022-02-01 06:54:59.756666
12,87.0,8,202049,102148,1,3,3,3,130,Checkin,2022-02-01 06:55:26.496666
12,88.0,8,202049,89290,1,4,4,4,3279,Checkin,2022-02-01 06:55:51.776666
12,89.0,8,202049,102149,1,2,2,5,3411,Checkin,2022-02-01 06:56:09.676666
12,,8,202049,102149,,,,5,3411,Lesson,2022-02-01 06:58:41.647000
12,90.0,8,202049,125855,0,3,4,5,3411,Checkout,2022-02-01 06:58:51.373333
12,91.0,8,202049,125855,1,4,4,5,3411,CheckoutRetry,2022-02-01 06:59:06.763333
13,92.0,9,232932,131366,1,1,1,1,703,Checkin,2022-02-01 06:56:45.826666
13,93.0,9,232932,131367,0,1,3,2,3222,Checkin,2022-02-01 06:57:24.860000
13,94.0,9,232932,131367,1,3,3,2,3222,CheckinRetry,2022-02-01 06:57:37.833333
13,95.0,9,232932,131368,0,4,2,3,704,Checkin,2022-02-01 06:59:19.393333
13,96.0,9,232932,131368,0,3,2,3,704,CheckinRetry,2022-02-01 06:59:30.686666
13,,9,232932,131368,,,,3,704,Lesson,2022-02-01 07:00:53.680000
13,97.0,9,232932,133601,1,4,4,3,704,Checkout,2022-02-01 07:01:04.513333
13,98.0,9,232932,131369,0,3,1,4,704,Checkin,2022-02-02 07:19:20.163333
13,99.0,9,232932,131369,0,4,1,4,704,CheckinRetry,2022-02-02 07:19:29.166666
13,100.0,9,232932,133602,1,3,3,4,704,Checkout,2022-02-02 07:23:23.186666
13,101.0,9,232932,131370,0,4,2,5,700,Checkin,2022-02-02 07:24:44.130000
13,102.0,9,232932,131370,0,3,2,5,700,CheckinRetry,2022-02-02 07:24:56.203333
14,103.0,10,255496,130047,1,2,2,1,3265,Checkin,2022-02-01 06:56:54.320000
14,104.0,10,255496,130048,1,3,3,2,3266,Checkin,2022-02-01 06:57:08.146666
14,105.0,10,255496,129094,1,2,2,3,2480,Checkin,2022-02-01 06:57:20.883333
14,106.0,10,255496,130192,1,1,1,4,1815,Checkin,2022-02-01 06:57:35.353333
14,107.0,10,255496,130195,1,2,2,5,1821,Checkin,2022-02-01 06:57:42.653333
15,108.0,11,202072,102180,0,4,1,1,180,Checkin,2022-02-01 06:58:16.186666
15,109.0,11,202072,102180,0,3,1,1,180,CheckinRetry,2022-02-01 06:58:42.910000
15,,11,202072,102180,,,,1,180,Lesson,2022-02-01 07:08:14.007000
15,110.0,11,202072,102190,1,2,2,1,180,Checkout,2022-02-01 07:11:01.256666
15,111.0,11,202072,102181,1,4,4,2,180,Checkin,2022-02-01 07:13:22.103333
15,112.0,11,202072,102182,1,4,4,3,174,Checkin,2022-02-01 07:15:35.653333
15,113.0,11,202072,102183,1,2,2,4,181,Checkin,2022-02-01 07:16:10.946666
15,114.0,11,202072,102184,1,4,4,5,3228,Checkin,2022-02-01 07:16:45.416666
16,115.0,12,257134,134997,1,1,1,1,3144,Checkin,2022-02-01 06:59:48.556666
16,116.0,12,257134,134998,1,4,4,2,2028,Checkin,2022-02-01 07:00:27.270000
16,117.0,12,257134,134999,1,3,3,3,2064,Checkin,2022-02-01 07:02:06.646666
16,,12,257134,134999,,,,3,2064,Lesson,2022-02-01 07:10:09.887000
16,118.0,12,257134,135019,0,2,4,3,2064,Checkout,2022-02-01 07:10:14.410000
16,119.0,12,257134,135019,1,4,4,3,2064,CheckoutRetry,2022-02-01 07:10:24.396666
16,120.0,12,257134,135000,0,1,3,4,3143,Checkin,2022-02-01 07:10:55.413333
16,121.0,12,257134,135000,1,3,3,4,3143,CheckinRetry,2022-02-01 07:11:08.340000
16,122.0,12,257134,135001,1,4,4,5,2142,Checkin,2022-02-01 07:11:21.016666
17,123.0,13,202081,107855,1,1,1,1,2758,Checkin,2022-02-01 07:01:49.730000
17,124.0,13,202081,107856,0,2,3,2,2907,Checkin,2022-02-01 07:02:18.270000
17,125.0,13,202081,107856,1,3,3,2,2907,CheckinRetry,2022-02-01 07:02:36.250000
17,126.0,13,202081,107857,0,3,1,3,2862,Checkin,2022-02-01 07:03:08.386666
17,127.0,13,202081,107857,1,1,1,3,2862,CheckinRetry,2022-02-01 07:03:11.713333
17,,13,202081,107857,,,,3,2862,Lesson,2022-02-01 07:05:15.523000
17,128.0,13,202081,107869,0,1,2,3,2862,Checkout,2022-02-01 07:05:34.613333
17,129.0,13,202081,107869,1,2,2,3,2862,CheckoutRetry,2022-02-01 07:05:42.606666
17,130.0,13,202081,107858,0,2,3,4,2758,Checkin,2022-02-01 07:05:56.923333
17,131.0,13,202081,107858,1,3,3,4,2758,CheckinRetry,2022-02-01 07:06:05.563333
17,132.0,13,202081,107859,0,2,4,5,318,Checkin,2022-02-01 07:06:21.720000
17,133.0,13,202081,107859,0,3,4,5,318,CheckinRetry,2022-02-01 07:06:27.280000
17,,13,202081,107859,,,,5,318,Lesson,2022-02-01 07:10:07.027000
17,134.0,13,202081,107871,0,1,2,5,318,Checkout,2022-02-01 07:10:09.973333
17,135.0,13,202081,107871,1,2,2,5,318,CheckoutRetry,2022-02-01 07:10:20.850000
18,136.0,14,202886,89809,1,3,3,1,343,Checkin,2022-02-09 18:00:41.486666
18,137.0,14,202886,89810,0,3,2,2,3324,Checkin,2022-02-09 18:01:02.286666
18,138.0,14,202886,89810,1,2,2,2,3324,CheckinRetry,2022-02-09 18:01:21.713333
18,139.0,14,202886,76704,0,4,2,3,331,Checkin,2022-02-09 18:02:07.830000
18,140.0,14,202886,76704,0,3,2,3,331,CheckinRetry,2022-02-09 18:02:20.933333
18,,14,202886,76704,,,,3,331,Lesson,2022-02-09 18:06:31.947000
18,141.0,14,202886,78772,0,1,3,3,331,Checkout,2022-02-09 18:07:36.043333
18,142.0,14,202886,78772,1,3,3,3,331,CheckoutRetry,2022-02-09 18:08:13.813333
18,143.0,14,202886,89808,0,3,2,4,342,Checkin,2022-02-09 18:09:18.533333
18,144.0,14,202886,89808,0,1,2,4,342,CheckinRetry,2022-02-09 18:09:24.650000
18,,14,202886,89808,,,,4,342,Lesson,2022-02-09 18:13:48.887000
18,145.0,14,202886,89820,1,3,3,4,342,Checkout,2022-02-09 18:13:58.546666
18,146.0,14,202886,89805,1,1,1,5,3329,Checkin,2022-02-09 18:14:29.336666
19,147.0,15,202742,110258,1,4,4,1,1871,Checkin,2022-02-01 07:27:35.960000
19,,15,202742,110258,,,,1,1871,Lesson,2022-02-01 07:28:51.707000
19,148.0,15,202742,110268,1,2,2,1,1871,Checkout,2022-02-01 07:29:04.236666
19,149.0,15,202742,110259,1,3,3,2,1876,Checkin,2022-02-01 07:29:43.803333
19,150.0,15,202742,110260,0,1,2,3,1874,Checkin,2022-02-01 07:30:14.263333
19,151.0,15,202742,110260,1,2,2,3,1874,CheckinRetry,2022-02-01 07:30:21.326666
19,152.0,15,202742,110261,1,1,1,4,1876,Checkin,2022-02-01 07:30:38.923333
19,153.0,15,202742,110262,0,4,1,5,1872,Checkin,2022-02-01 07:31:24.836666
19,154.0,15,202742,110262,0,2,1,5,1872,CheckinRetry,2022-02-01 07:31:40.896666
19,,15,202742,110262,,,,5,1872,Lesson,2022-02-01 07:32:42.330000
19,155.0,15,202742,110272,1,2,2,5,1872,Checkout,2022-02-01 07:32:56.280000
20,156.0,16,202642,101041,1,3,3,1,448,Checkin,2022-02-01 07:29:17.560000
20,,16,202642,101041,,,,1,448,Lesson,2022-02-01 07:30:06.693000
20,157.0,16,202642,101060,0,2,1,1,448,Checkout,2022-02-01 07:30:26.116666
20,158.0,16,202642,101060,0,3,1,1,448,CheckoutRetry,2022-02-01 07:30:34.566666
20,159.0,16,202642,101045,1,4,4,2,3121,Checkin,2022-02-01 07:31:16.083333
20,160.0,16,202642,101048,0,2,4,3,3218,Checkin,2022-02-01 07:32:02.560000
20,161.0,16,202642,101048,1,4,4,3,3218,CheckinRetry,2022-02-01 07:32:09.273333
20,162.0,16,202642,101049,1,2,2,4,447,Checkin,2022-02-01 07:32:45.776666
20,163.0,16,202642,103862,0,4,2,5,1286,Checkin,2022-02-01 07:33:04.923333
20,164.0,16,202642,103862,0,1,2,5,1286,CheckinRetry,2022-02-01 07:33:11.510000
20,,16,202642,103862,,,,5,1286,Lesson,2022-02-01 07:34:13.780000
20,165.0,16,202642,103864,1,2,2,5,1286,Checkout,2022-02-01 07:34:22.800000
21,166.0,17,202521,103750,1,4,4,1,307,Checkin,2022-02-01 07:32:45.576666
21,167.0,17,202521,103751,1,1,1,2,314,Checkin,2022-02-01 07:32:52.176666
21,168.0,17,202521,103752,1,2,2,3,308,Checkin,2022-02-01 07:32:58.863333
21,169.0,17,202521,103753,1,2,2,4,315,Checkin,2022-02-01 07:33:06.120000
21,170.0,17,202521,103687,1,1,1,5,314,Checkin,2022-02-01 07:33:15.233333
22,171.0,18,202637,101032,1,3,3,1,397,Checkin,2022-02-01 07:33:20.846666
22,172.0,18,202637,101034,1,3,3,2,446,Checkin,2022-02-01 07:33:31.703333
22,173.0,18,202637,101035,0,1,2,3,447,Checkin,2022-02-01 07:33:56.253333
22,174.0,18,202637,101035,1,2,2,3,447,CheckinRetry,2022-02-01 07:34:06.046666
22,175.0,18,202637,101037,0,4,3,4,446,Checkin,2022-02-01 07:34:19.433333
22,176.0,18,202637,101037,0,1,3,4,446,CheckinRetry,2022-02-01 07:34:35.036666
22,,18,202637,101037,,,,4,446,Lesson,2022-02-01 07:35:44.583000
22,177.0,18,202637,101056,1,1,1,4,446,Checkout,2022-02-01 07:35:53.636666
22,178.0,18,202637,101039,1,4,4,5,447,Checkin,2022-02-01 07:36:07.820000
23,179.0,19,228622,130079,1,4,4,1,39,Checkin,2022-02-01 07:41:45.093333
23,180.0,19,228622,130080,1,2,2,2,308,Checkin,2022-02-01 07:42:11.450000
23,181.0,19,228622,130081,1,3,3,3,309,Checkin,2022-02-01 07:42:29.640000
23,182.0,19,228622,130082,1,4,4,4,315,Checkin,2022-02-01 07:43:00.563333
23,183.0,19,228622,129135,0,2,1,5,316,Checkin,2022-02-01 07:43:16.850000
23,184.0,19,228622,129135,1,1,1,5,316,CheckinRetry,2022-02-01 07:43:42.850000
24,185.0,20,202223,107889,0,2,3,1,2761,Checkin,2022-02-01 07:46:23.273333
24,186.0,20,202223,107889,1,3,3,1,2761,CheckinRetry,2022-02-01 07:46:31.963333
24,187.0,20,202223,107890,1,2,2,2,2762,Checkin,2022-02-01 07:46:43.423333
24,188.0,20,202223,107892,1,4,4,3,2761,Checkin,2022-02-01 07:46:54.293333
24,189.0,20,202223,107894,0,2,3,4,3093,Checkin,2022-02-01 07:47:22.110000
24,190.0,20,202223,107894,1,3,3,4,3093,CheckinRetry,2022-02-01 07:48:08.266666
24,191.0,20,202223,107895,1,2,2,5,362,Checkin,2022-02-01 07:48:59.876666
25,192.0,21,202513,89266,1,4,4,1,157,Checkin,2022-02-01 07:48:15.956666
25,193.0,21,202513,77587,1,1,1,2,71,Checkin,2022-02-01 07:49:37.550000
25,194.0,21,202513,89262,0,3,2,3,102,Checkin,2022-02-01 07:50:07.000000
25,195.0,21,202513,89262,0,1,2,3,102,CheckinRetry,2022-02-01 07:50:16.540000
26,196.0,22,228366,130146,1,1,1,1,1093,Checkin,2022-02-01 07:50:42.580000
26,197.0,22,228366,130147,1,3,3,2,1094,Checkin,2022-02-01 07:51:12.403333
26,198.0,22,228366,130148,1,2,2,3,1095,Checkin,2022-02-01 07:51:32.413333
26,199.0,22,228366,130149,0,3,2,4,1096,Checkin,2022-02-01 07:52:48.433333
26,200.0,22,228366,130149,1,2,2,4,1096,CheckinRetry,2022-02-01 07:52:55.640000
26,201.0,22,228366,130150,1,4,4,5,1097,Checkin,2022-02-01 07:53:06.240000
27,202.0,20,202664,104350,1,3,3,1,223,Checkin,2022-02-01 07:50:49.330000
27,203.0,20,202664,104351,0,3,2,2,224,Checkin,2022-02-01 07:51:22.560000
27,204.0,20,202664,104351,1,2,2,2,224,CheckinRetry,2022-02-01 07:51:39.500000
27,205.0,20,202664,104352,0,4,1,3,220,Checkin,2022-02-01 07:52:25.766666
27,206.0,20,202664,104352,1,1,1,3,220,CheckinRetry,2022-02-01 07:52:47.160000
27,207.0,20,202664,104353,1,2,2,4,224,Checkin,2022-02-01 07:53:06.870000
27,208.0,20,202664,75967,1,2,2,5,224,Checkin,2022-02-01 07:54:29.590000
28,209.0,23,202557,91661,0,3,4,1,3361,Checkin,2022-02-01 07:51:23.470000
28,210.0,23,202557,91661,0,2,4,1,3361,CheckinRetry,2022-02-01 07:51:34.286666
28,,23,202557,91661,,,,1,3361,Lesson,2022-02-01 07:52:55.097000
28,211.0,23,202557,91679,0,4,2,1,3361,Checkout,2022-02-01 07:53:44.040000
28,212.0,23,202557,91679,0,1,2,1,3361,CheckoutRetry,2022-02-01 08:00:24.570000
28,213.0,23,202557,91666,0,2,1,2,3330,Checkin,2022-02-01 08:01:08.653333
28,214.0,23,202557,91666,1,1,1,2,3330,CheckinRetry,2022-02-01 08:01:12.790000
28,215.0,23,202557,91667,0,1,3,3,3330,Checkin,2022-02-01 08:01:34.346666
28,216.0,23,202557,91667,0,2,3,3,3330,CheckinRetry,2022-02-01 08:01:39.330000
28,,23,202557,91667,,,,3,3330,Lesson,2022-02-01 08:05:56.733000
28,217.0,23,202557,91685,0,3,1,3,3330,Checkout,2022-02-01 08:06:39.243333
28,218.0,23,202557,91685,1,1,1,3,3330,CheckoutRetry,2022-02-01 08:07:11.166666
28,219.0,23,202557,91668,0,4,2,4,3361,Checkin,2022-02-01 08:08:31.060000
28,220.0,23,202557,91668,0,3,2,4,3361,CheckinRetry,2022-02-01 08:08:42.456666
28,221.0,23,202557,91686,1,2,2,4,3361,Checkout,2022-02-01 08:09:14.010000
28,222.0,23,202557,91669,0,3,2,5,3330,Checkin,2022-02-01 08:10:37.280000
28,223.0,23,202557,91669,0,1,2,5,3330,CheckinRetry,2022-02-01 08:10:43.300000
28,224.0,23,202557,91687,1,1,1,5,3330,Checkout,2022-02-03 07:45:25.820000
29,225.0,21,233710,132180,1,1,1,1,3174,Checkin,2022-02-01 07:54:30.606666
29,226.0,21,233710,132156,1,2,2,2,3175,Checkin,2022-02-01 07:55:23.826666
29,227.0,21,233710,132171,1,4,4,3,3176,Checkin,2022-02-01 07:55:48.170000
29,228.0,21,233710,132154,1,1,1,4,3243,Checkin,2022-02-01 07:56:18.250000
29,229.0,21,233710,132153,0,4,2,5,3119,Checkin,2022-02-01 07:56:38.296666
29,230.0,21,233710,132153,0,1,2,5,3119,CheckinRetry,2022-02-01 07:57:08.780000
29,,21,233710,132153,,,,5,3119,Lesson,2022-02-01 08:02:14.387000
29,231.0,21,233710,134175,1,4,4,5,3119,Checkout,2022-02-01 08:02:47.230000
30,232.0,20,202109,79615,1,2,2,1,2026,Checkin,2022-02-01 07:55:20.750000
30,233.0,20,202109,79616,1,4,4,2,2113,Checkin,2022-02-01 07:55:33.993333
30,234.0,20,202109,79617,1,1,1,3,2253,Checkin,2022-02-01 07:56:16.713333
30,235.0,20,202109,79618,0,3,2,4,2030,Checkin,2022-02-01 07:56:35.313333
30,236.0,20,202109,79618,1,2,2,4,2030,CheckinRetry,2022-02-01 07:56:48.600000
30,237.0,20,202109,79619,1,3,3,5,3416,Checkin,2022-02-01 07:57:35.310000
31,238.0,24,226970,129120,1,1,1,1,197,Checkin,2022-02-01 07:57:36.126666
31,239.0,24,226970,129121,1,3,3,2,197,Checkin,2022-02-01 07:57:58.530000
31,240.0,24,226970,129122,0,3,4,3,198,Checkin,2022-02-01 07:59:29.863333
31,241.0,24,226970,129122,1,4,4,3,198,CheckinRetry,2022-02-01 08:00:04.356666
31,242.0,24,226970,129123,1,4,4,4,198,Checkin,2022-02-01 08:00:25.956666
31,243.0,24,226970,129124,0,1,4,5,203,Checkin,2022-02-01 08:01:23.340000
31,244.0,24,226970,129124,1,4,4,5,203,CheckinRetry,2022-02-01 08:02:05.460000
32,245.0,20,202696,77634,0,4,2,1,2775,Checkin,2022-02-01 07:58:26.366666
32,246.0,20,202696,77634,1,2,2,1,2775,CheckinRetry,2022-02-01 07:58:30.360000
32,247.0,20,202696,77635,1,3,3,2,2774,Checkin,2022-02-01 07:59:12.170000
32,248.0,20,202696,77912,0,4,1,3,2770,Checkin,2022-02-01 07:59:43.066666
32,249.0,20,202696,77912,1,1,1,3,2770,CheckinRetry,2022-02-01 07:59:57.973333
32,250.0,20,202696,77931,0,3,1,4,2786,Checkin,2022-02-01 08:00:44.840000
32,251.0,20,202696,77931,0,2,1,4,2786,CheckinRetry,2022-02-01 08:00:49.120000
32,,20,202696,77931,,,,4,2786,Lesson,2022-02-06 18:37:18.190000
32,252.0,20,202696,122898,1,3,3,4,2786,Checkout,2022-02-06 18:38:02.450000
32,253.0,20,202696,77932,0,2,4,5,2785,Checkin,2022-02-06 18:38:55.496666
32,254.0,20,202696,77932,1,4,4,5,2785,CheckinRetry,2022-02-06 18:39:00.666666
33,255.0,25,202725,107529,0,1,4,1,1956,Checkin,2022-02-01 08:01:51.456666
33,256.0,25,202725,107529,0,2,4,1,1956,CheckinRetry,2022-02-01 08:01:55.680000
33,,25,202725,107529,,,,1,1956,Lesson,2022-02-01 08:02:38.377000
33,257.0,25,202725,107539,0,4,1,1,1956,Checkout,2022-02-01 08:02:43.946666
33,258.0,25,202725,107539,0,2,1,1,1956,CheckoutRetry,2022-02-01 08:02:55.873333
33,259.0,25,202725,107530,0,3,1,2,1956,Checkin,2022-02-01 08:03:06.206666
33,260.0,25,202725,107530,0,4,1,2,1956,CheckinRetry,2022-02-01 08:03:10.276666
33,261.0,25,202725,107540,0,2,3,2,1956,Checkout,2022-02-01 08:03:16.276666
33,262.0,25,202725,107540,1,3,3,2,1956,CheckoutRetry,2022-02-01 08:03:28.040000
33,263.0,25,202725,107531,0,2,4,3,1956,Checkin,2022-02-01 08:03:41.010000
33,264.0,25,202725,107531,0,1,4,3,1956,CheckinRetry,2022-02-01 08:03:44.730000
33,265.0,25,202725,107541,0,3,4,3,1956,Checkout,2022-02-01 08:03:51.573333
33,266.0,25,202725,107541,0,1,4,3,1956,CheckoutRetry,2022-02-01 08:04:03.260000
33,267.0,25,202725,107532,0,3,4,4,1956,Checkin,2022-02-01 08:04:20.440000
33,268.0,25,202725,107532,0,1,4,4,1956,CheckinRetry,2022-02-01 08:04:24.340000
33,269.0,25,202725,107542,0,3,2,4,1956,Checkout,2022-02-01 08:04:31.943333
33,270.0,25,202725,107542,0,1,2,4,1956,CheckoutRetry,2022-02-01 08:04:43.040000
33,271.0,25,202725,107533,0,2,1,5,1956,Checkin,2022-02-01 08:04:56.086666
33,272.0,25,202725,107533,0,3,1,5,1956,CheckinRetry,2022-02-01 08:04:59.876666
33,273.0,25,202725,107543,0,2,4,5,1956,Checkout,2022-02-01 08:05:05.943333
