QuizSessionId,AnswerId,UserId,QuizId,QuestionId,IsCorrect,AnswerValue,CorrectAnswer,QuestionSequence,ConstructId,Type,Timestamp
12,88.0,8,202049,89290,1,4,4,4,3279,Checkin,2022-02-01 06:55:51.776666
12,89.0,8,202049,102149,1,2,2,5,3411,Checkin,2022-02-01 06:56:09.676666
12,,8,202049,102149,,,,5,3411,Lesson,2022-02-01 06:58:41.647000
12,90.0,8,202049,125855,0,3,4,5,3411,Checkout,2022-02-01 06:58:51.373333
12,91.0,8,202049,125855,1,4,4,5,3411,CheckoutRetry,2022-02-01 06:59:06.763333
13,92.0,9,232932,131366,1,1,1,1,703,Checkin,2022-02-01 06:56:45.826666
13,93.0,9,232932,131367,0,1,3,2,3222,Checkin,2022-02-01 06:57:24.860000
13,94.0,9,232932,131367,1,3,3,2,3222,CheckinRetry,2022-02-01 06:57:37.833333
13,95.0,9,232932,131368,0,4,2,3,704,Checkin,2022-02-01 06:59:19.393333
13,96.0,9,232932,131368,0,3,2,3,704,CheckinRetry,2022-02-01 06:59:30.686666
13,,9,232932,131368,,,,3,704,Lesson,2022-02-01 07:00:53.680000
13,97.0,9,232932,133601,1,4,4,3,704,Checkout,2022-02-01 07:01:04.513333
13,98.0,9,232932,131369,0,3,1,4,704,Checkin,2022-02-02 07:19:20.163333
13,99.0,9,232932,131369,0,4,1,4,704,CheckinRetry,2022-02-02 07:19:29.166666
13,100.0,9,232932,133602,1,3,3,4,704,Checkout,2022-02-02 07:23:23.186666
13,101.0,9,232932,131370,0,4,2,5,700,Checkin,2022-02-02 07:24:44.130000
13,102.0,9,232932,131370,0,3,2,5,700,CheckinRetry,2022-02-02 07:24:56.203333
14,103.0,10,255496,130047,1,2,2,1,3265,Checkin,2022-02-01 06:56:54.320000
14,104.0,10,255496,130048,1,3,3,2,3266,Checkin,2022-02-01 06:57:08.146666
14,105.0,10,255496,129094,1,2,2,3,2480,Checkin,2022-02-01 06:57:20.883333
14,106.0,10,255496,130192,1,1,1,4,1815,Checkin,2022-02-01 06:57:35.353333
14,107.0,10,255496,130195,1,2,2,5,1821,Checkin,2022-02-01 06:57:42.653333
15,108.0,11,202072,102180,0,4,1,1,180,Checkin,2022-02-01 06:58:16.186666
15,109.0,11,202072,102180,0,3,1,1,180,CheckinRetry,2022-02-01 06:58:42.910000
15,,11,202072,102180,,,,1,180,Lesson,2022-02-01 07:08:14.007000
15,110.0,11,202072,102190,1,2,2,1,180,Checkout,2022-02-01 07:11:01.256666
15,111.0,11,202072,102181,1,4,4,2,180,Checkin,2022-02-01 07:13:22.103333
15,112.0,11,202072,102182,1,4,4,3,174,Checkin,2022-02-01 07:15:35.653333
15,113.0,11,202072,102183,1,2,2,4,181,Checkin,2022-02-01 07:16:10.946666
15,114.0,11,202072,102184,1,4,4,5,3228,Checkin,2022-02-01 07:16:45.416666
16,115.0,12,257134,134997,1,1,1,1,3144,Checkin,2022-02-01 06:59:48.556666
16,116.0,12,257134,134998,1,4,4,2,2028,Checkin,2022-02-01 07:00:27.270000
16,117.0,12,257134,134999,1,3,3,3,2064,Checkin,2022-02-01 07:02:06.646666
16,,12,257134,134999,,,,3,2064,Lesson,2022-02-01 07:10:09.887000
16,118.0,12,257134,135019,0,2,4,3,2064,Checkout,2022-02-01 07:10:14.410000
16,119.0,12,257134,135019,1,4,4,3,2064,CheckoutRetry,2022-02-01 07:10:24.396666
16,120.0,12,257134,135000,0,1,3,4,3143,Checkin,2022-02-01 07:10:55.413333
16,121.0,12,257134,135000,1,3,3,4,3143,CheckinRetry,2022-02-01 07:11:08.340000
16,122.0,12,257134,135001,1,4,4,5,2142,Checkin,2022-02-01 07:11:21.016666
17,123.0,13,202081,107855,1,1,1,1,2758,Checkin,2022-02-01 07:01:49.730000
17,124.0,13,202081,107856,0,2,3,2,2907,Checkin,2022-02-01 07:02:18.270000
17,125.0,13,202081,107856,1,3,3,2,2907,CheckinRetry,2022-02-01 07:02:36.250000
17,126.0,13,202081,107857,0,3,1,3,2862,Checkin,2022-02-01 07:03:08.386666
17,127.0,13,202081,107857,1,1,1,3,2862,CheckinRetry,2022-02-01 07:03:11.713333
17,,13,202081,107857,,,,3,2862,Lesson,2022-02-01 07:05:15.523000
17,128.0,13,202081,107869,0,1,2,3,2862,Checkout,2022-02-01 07:05:34.613333
17,129.0,13,202081,107869,1,2,2,3,2862,CheckoutRetry,2022-02-01 07:05:42.606666
17,130.0,13,202081,107858,0,2,3,4,2758,Checkin,2022-02-01 07:05:56.923333
17,131.0,13,202081,107858,1,3,3,4,2758,CheckinRetry,2022-02-01 07:06:05.563333
17,132.0,13,202081,107859,0,2,4,5,318,Checkin,2022-02-01 07:06:21.720000
17,133.0,13,202081,107859,0,3,4,5,318,CheckinRetry,2022-02-01 07:06:27.280000
17,,13,202081,107859,,,,5,318,Lesson,2022-02-01 07:10:07.027000
17,134.0,13,202081,107871,0,1,2,5,318,Checkout,2022-02-01 07:10:09.973333
17,135.0,13,202081,107871,1,2,2,5,318,CheckoutRetry,2022-02-01 07:10:20.850000
18,136.0,14,202886,89809,1,3,3,1,343,Checkin,2022-02-09 18:00:41.486666
18,137.0,14,202886,89810,0,3,2,2,3324,Checkin,2022-02-09 18:01:02.286666
18,138.0,14,202886,89810,1,2,2,2,3324,CheckinRetry,2022-02-09 18:01:21.713333
18,139.0,14,202886,76704,0,4,2,3,331,Checkin,2022-02-09 18:02:07.830000
18,140.0,14,202886,76704,0,3,2,3,331,CheckinRetry,2022-02-09 18:02:20.933333
18,,14,202886,76704,,,,3,331,Lesson,2022-02-09 18:06:31.947000
18,141.0,14,202886,78772,0,1,3,3,331,Checkout,2022-02-09 18:07:36.043333
18,142.0,14,202886,78772,1,3,3,3,331,CheckoutRetry,2022-02-09 18:08:13.813333
18,143.0,14,202886,89808,0,3,2,4,342,Checkin,2022-02-09 18:09:18.533333
18,144.0,14,202886,89808,0,1,2,4,342,CheckinRetry,2022-02-09 18:09:24.650000
18,,14,202886,89808,,,,4,342,Lesson,2022-02-09 18:13:48.887000
18,145.0,14,202886,89820,1,3,3,4,342,Checkout,2022-02-09 18:13:58.546666
18,146.0,14,202886,89805,1,1,1,5,3329,Checkin,2022-02-09 18:14:29.336666
19,147.0,15,202742,110258,1,4,4,1,1871,Checkin,2022-02-01 07:27:35.960000
19,,15,202742,110258,,,,1,1871,Lesson,2022-02-01 07:28:51.707000
19,148.0,15,202742,110268,1,2,2,1,1871,Checkout,2022-02-01 07:29:04.236666
19,149.0,15,202742,110259,1,3,3,2,1876,Checkin,2022-02-01 07:29:43.803333
19,150.0,15,202742,110260,0,1,2,3,1874,Checkin,2022-02-01 07:30:14.263333
19,151.0,15,202742,110260,1,2,2,3,1874,CheckinRetry,2022-02-01 07:30:21.326666
19,152.0,15,202742,110261,1,1,1,4,1876,Checkin,2022-02-01 07:30:38.923333
19,153.0,15,202742,110262,0,4,1,5,1872,Checkin,2022-02-01 07:31:24.836666
19,154.0,15,202742,110262,0,2,1,5,1872,CheckinRetry,2022-02-01 07:31:40.896666
19,,15,202742,110262,,,,5,1872,Lesson,2022-02-01 07:32:42.330000
19,155.0,15,202742,110272,1,2,2,5,1872,Checkout,2022-02-01 07:32:56.280000
20,156.0,16,202642,101041,1,3,3,1,448,Checkin,2022-02-01 07:29:17.560000
20,,16,202642,101041,,,,1,448,Lesson,2022-02-01 07:30:06.693000
20,157.0,16,202642,101060,0,2,1,1,448,Checkout,2022-02-01 07:30:26.116666
20,158.0,16,202642,101060,0,3,1,1,448,CheckoutRetry,2022-02-01 07:30:34.566666
20,159.0,16,202642,101045,1,4,4,2,3121,Checkin,2022-02-01 07:31:16.083333
20,160.0,16,202642,101048,0,2,4,3,3218,Checkin,2022-02-01 07:32:02.560000
20,161.0,16,202642,101048,1,4,4,3,3218,CheckinRetry,2022-02-01 07:32:09.273333
20,162.0,16,202642,101049,1,2,2,4,447,Checkin,2022-02-01 07:32:45.776666
20,163.0,16,202642,103862,0,4,2,5,1286,Checkin,2022-02-01 07:33:04.923333
20,164.0,16,202642,103862,0,1,2,5,1286,CheckinRetry,2022-02-01 07:33:11.510000
20,,16,202642,103862,,,,5,1286,Lesson,2022-02-01 07:34:13.780000
20,165.0,16,202642,103864,1,2,2,5,1286,Checkout,2022-02-01 07:34:22.800000
21,166.0,17,202521,103750,1,4,4,1,307,Checkin,2022-02-01 07:32:45.576666
21,167.0,17,202521,103751,1,1,1,2,314,Checkin,2022-02-01 07:32:52.176666
21,168.0,17,202521,103752,1,2,2,3,308,Checkin,2022-02-01 07:32:58.863333
21,169.0,17,202521,103753,1,2,2,4,315,Checkin,2022-02-01 07:33:06.120000
21,170.0,17,202521,103687,1,1,1,5,314,Checkin,2022-02-01 07:33:15.233333
22,171.0,18,202637,101032,1,3,3,1,397,Checkin,2022-02-01 07:33:20.846666
22,172.0,18,202637,101034,1,3,3,2,446,Checkin,2022-02-01 07:33:31.703333
22,173.0,18,202637,101035,0,1,2,3,447,Checkin,2022-02-01 07:33:56.253333
22,174.0,18,202637,101035,1,2,2,3,447,CheckinRetry,2022-02-01 07:34:06.046666
22,175.0,18,202637,101037,0,4,3,4,446,Checkin,2022-02-01 07:34:19.433333
22,176.0,18,202637,101037,0,1,3,4,446,CheckinRetry,2022-02-01 07:34:35.036666
22,,18,202637,101037,,,,4,446,Lesson,2022-02-01 07:35:44.583000
22,177.0,18,202637,101056,1,1,1,4,446,Checkout,2022-02-01 07:35:53.636666
22,178.0,18,202637,101039,1,4,4,5,447,Checkin,2022-02-01 07:36:07.820000
23,179.0,19,228622,130079,1,4,4,1,39,Checkin,2022-02-01 07:41:45.093333
23,180.0,19,228622,130080,1,2,2,2,308,Checkin,2022-02-01 07:42:11.450000
23,181.0,19,228622,130081,1,3,3,3,309,Checkin,2022-02-01 07:42:29.640000
23,182.0,19,228622,130082,1,4,4,4,315,Checkin,2022-02-01 07:43:00.563333
23,183.0,19,228622,129135,0,2,1,5,316,Checkin,2022-02-01 07:43:16.850000
23,184.0,19,228622,129135,1,1,1,5,316,CheckinRetry,2022-02-01 07:43:42.850000
24,185.0,20,202223,107889,0,2,3,1,2761,Checkin,2022-02-01 07:46:23.273333
24,186.0,20,202223,107889,1,3,3,1,2761,CheckinRetry,2022-02-01 07:46:31.963333
24,187.0,20,202223,107890,1,2,2,2,2762,Checkin,2022-02-01 07:46:43.423333
24,188.0,20,202223,107892,1,4,4,3,2761,Checkin,2022-02-01 07:46:54.293333
24,189.0,20,202223,107894,0,2,3,4,3093,Checkin,2022-02-01 07:47:22.110000
24,190.0,20,202223,107894,1,3,3,4,3093,CheckinRetry,2022-02-01 07:48:08.266666
24,191.0,20,202223,107895,1,2,2,5,362,Checkin,2022-02-01 07:48:59.876666
27,202.0,20,202664,104350,1,3,3,1,223,Checkin,2022-02-01 07:50:49.330000
27,203.0,20,202664,104351,0,3,2,2,224,Checkin,2022-02-01 07:51:22.560000
27,204.0,20,202664,104351,1,2,2,2,224,CheckinRetry,2022-02-01 07:51:39.500000
27,205.0,20,202664,104352,0,4,1,3,220,Checkin,2022-02-01 07:52:25.766666
27,206.0,20,202664,104352,1,1,1,3,220,CheckinRetry,2022-02-01 07:52:47.160000
27,207.0,20,202664,104353,1,2,2,4,224,Checkin,2022-02-01 07:53:06.870000
27,208.0,20,202664,75967,1,2,2,5,224,Checkin,2022-02-01 07:54:29.590000
30,232.0,20,202109,79615,1,2,2,1,2026,Checkin,2022-02-01 07:55:20.750000
30,233.0,20,202109,79616,1,4,4,2,2113,Checkin,2022-02-01 07:55:33.993333
30,234.0,20,202109,79617,1,1,1,3,2253,Checkin,2022-02-01 07:56:16.713333
30,235.0,20,202109,79618,0,3,2,4,2030,Checkin,2022-02-01 07:56:35.313333
30,236.0,20,202109,79618,1,2,2,4,2030,CheckinRetry,2022-02-01 07:56:48.600000
30,237.0,20,202109,79619,1,3,3,5,3416,Checkin,2022-02-01 07:57:35.310000
32,245.0,20,202696,77634,0,4,2,1,2775,Checkin,2022-02-01 07:58:26.366666
32,246.0,20,202696,77634,1,2,2,1,2775,CheckinRetry,2022-02-01 07:58:30.360000
32,247.0,20,202696,77635,1,3,3,2,2774,Checkin,2022-02-01 07:59:12.170000
32,248.0,20,202696,77912,0,4,1,3,2770,Checkin,2022-02-01 07:59:43.066666
32,249.0,20,202696,77912,1,1,1,3,2770,CheckinRetry,2022-02-01 07:59:57.973333
32,250.0,20,202696,77931,0,3,1,4,2786,Checkin,2022-02-01 08:00:44.840000
32,251.0,20,202696,77931,0,2,1,4,2786,CheckinRetry,2022-02-01 08:00:49.120000
32,,20,202696,77931,,,,4,2786,Lesson,2022-02-06 18:37:18.190000
32,252.0,20,202696,122898,1,3,3,4,2786,Checkout,2022-02-06 18:38:02.450000
32,253.0,20,202696,77932,0,2,4,5,2785,Checkin,2022-02-06 18:38:55.496666
32,254.0,20,202696,77932,1,4,4,5,2785,CheckinRetry,2022-02-06 18:39:00.666666
36,298.0,20,202482,76723,1,1,1,1,479,Checkin,2022-02-01 08:11:12.796666
36,299.0,20,202482,76720,1,3,3,2,479,Checkin,2022-02-01 08:11:19.560000
36,300.0,20,202482,102971,1,1,1,3,480,Checkin,2022-02-01 08:11:26.980000
36,301.0,20,202482,102972,1,4,4,4,478,Checkin,2022-02-01 08:11:43.550000
36,302.0,20,202482,76726,0,2,4,5,479,Checkin,2022-02-01 08:12:03.246666
36,303.0,20,202482,76726,0,3,4,5,479,CheckinRetry,2022-02-01 08:12:15.196666
36,,20,202482,76726,,,,5,479,Lesson,2022-02-01 08:13:15.677000
36,304.0,20,202482,78794,0,4,2,5,479,Checkout,2022-02-01 08:13:28.163333
36,305.0,20,202482,78794,0,1,2,5,479,CheckoutRetry,2022-02-01 08:14:20.963333
139,1058.0,14,202498,102201,1,4,4,1,3273,Checkin,2022-02-01 16:08:34.646666
139,1059.0,14,202498,95219,0,4,1,2,3272,Checkin,2022-02-01 16:08:56.913333
139,1060.0,14,202498,95219,1,1,1,2,3272,CheckinRetry,2022-02-01 16:09:09.630000
139,1061.0,14,202498,102202,0,2,4,3,3273,Checkin,2022-02-01 16:09:49.560000
139,1062.0,14,202498,102202,0,1,4,3,3273,CheckinRetry,2022-02-01 16:10:10.103333
139,,14,202498,102202,,,,3,3273,Lesson,2022-02-01 16:14:10.623000
139,1063.0,14,202498,102212,1,3,3,3,3273,Checkout,2022-02-01 16:15:05.986666
139,1064.0,14,202498,95220,1,3,3,4,3272,Checkin,2022-02-01 16:17:10.266666
139,1065.0,14,202498,95229,0,3,1,5,192,Checkin,2022-02-01 16:18:02.003333
139,1066.0,14,202498,95229,0,4,1,5,192,CheckinRetry,2022-02-01 16:18:14.573333
139,,14,202498,95229,,,,5,192,Lesson,2022-02-01 16:21:55.090000
139,1067.0,14,202498,95246,1,4,4,5,192,Checkout,2022-02-01 16:22:42.586666
521,3842.0,2,202087,77102,0,2,4,1,1269,Checkin,2022-02-03 04:12:17.923333
521,3843.0,2,202087,77102,0,3,4,1,1269,CheckinRetry,2022-02-03 04:17:15.506666
521,,2,202087,77102,,,,1,1269,Lesson,2022-02-03 04:22:27.060000
521,3844.0,2,202087,78873,1,1,1,1,1269,Checkout,2022-02-03 04:24:23.003333
521,3845.0,2,202087,77103,0,3,1,2,1267,Checkin,2022-02-03 04:25:33.223333
521,3846.0,2,202087,77103,0,4,1,2,1267,CheckinRetry,2022-02-03 04:25:56.803333
521,,2,202087,77103,,,,2,1267,Lesson,2022-02-03 04:30:24.947000
521,3847.0,2,202087,78874,1,2,2,2,1267,Checkout,2022-02-03 04:30:44.323333
521,3848.0,2,202087,77104,0,1,3,3,3132,Checkin,2022-02-03 04:31:14.630000
521,3849.0,2,202087,77104,1,3,3,3,3132,CheckinRetry,2022-02-03 04:31:28.033333
521,3850.0,2,202087,77105,1,3,3,4,3133,Checkin,2022-02-03 04:32:18.406666
521,3851.0,2,202087,77106,1,3,3,5,3132,Checkin,2022-02-03 04:32:37.413333
522,3852.0,2,202581,104960,0,1,4,1,3133,Checkin,2022-02-02 04:08:32.190000
522,3853.0,2,202581,104960,1,4,4,1,3133,CheckinRetry,2022-02-02 04:08:48.026666
522,3854.0,2,202581,104961,0,4,3,2,3133,Checkin,2022-02-02 04:09:17.060000
522,3855.0,2,202581,104961,1,3,3,2,3133,CheckinRetry,2022-02-02 04:09:23.333333
522,3856.0,2,202581,104962,0,4,1,3,3132,Checkin,2022-02-02 04:10:28.706666
522,3857.0,2,202581,104962,0,3,1,3,3132,CheckinRetry,2022-02-02 04:10:42.020000
522,,2,202581,104962,,,,3,3132,Lesson,2022-02-02 04:13:02.577000
522,3858.0,2,202581,104980,1,2,2,3,3132,Checkout,2022-02-02 04:13:11.930000
522,3859.0,2,202581,104963,0,3,1,4,3132,Checkin,2022-02-02 04:13:41.506666
522,3860.0,2,202581,104963,1,1,1,4,3132,CheckinRetry,2022-02-02 04:14:08.573333
522,3861.0,2,202581,104964,0,2,3,5,1277,Checkin,2022-02-02 04:14:25.900000
522,3862.0,2,202581,104964,1,3,3,5,1277,CheckinRetry,2022-02-02 04:14:44.290000
523,3863.0,3,202280,95486,0,4,3,1,1781,Checkin,2022-02-02 04:10:02.243333
523,3864.0,3,202280,95486,1,3,3,1,1781,CheckinRetry,2022-02-02 04:10:29.393333
523,3865.0,3,202280,95487,0,3,1,2,1776,Checkin,2022-02-02 04:11:02.573333
523,3866.0,3,202280,95487,1,1,1,2,1776,CheckinRetry,2022-02-02 04:11:14.766666
523,3867.0,3,202280,95488,0,3,4,3,1779,Checkin,2022-02-02 04:11:32.343333
523,3868.0,3,202280,95488,0,1,4,3,1779,CheckinRetry,2022-02-02 04:12:17.240000
523,,3,202280,95488,,,,3,1779,Lesson,2022-02-02 04:13:54.807000
523,3869.0,3,202280,95502,1,1,1,3,1779,Checkout,2022-02-02 04:14:20.610000
523,3870.0,3,202280,95489,0,4,1,4,1795,Checkin,2022-02-02 04:14:50.943333
523,3871.0,3,202280,95489,0,3,1,4,1795,CheckinRetry,2022-02-02 04:15:08.993333
523,,3,202280,95489,,,,4,1795,Lesson,2022-02-02 04:17:02.653000
523,3872.0,3,202280,120830,1,3,3,4,1795,Checkout,2022-02-02 04:17:26.790000
523,3873.0,3,202280,76861,1,3,3,5,1805,Checkin,2022-02-02 04:18:57.620000
524,3874.0,4,202599,104624,1,4,4,1,690,Checkin,2022-02-02 04:19:44.726666
524,3875.0,4,202599,101386,0,4,1,2,692,Checkin,2022-02-02 04:20:04.040000
524,3876.0,4,202599,101386,1,1,1,2,692,CheckinRetry,2022-02-02 04:20:23.490000
524,3877.0,4,202599,75971,1,1,1,3,3191,Checkin,2022-02-02 04:20:43.743333
524,3878.0,4,202599,75974,1,3,3,4,3191,Checkin,2022-02-02 04:21:07.576666
524,3879.0,4,202599,101375,0,4,2,5,639,Checkin,2022-02-02 04:21:24.500000
