QuizSessionId,AnswerId,UserId,QuizId,QuestionId,IsCorrect,AnswerValue,CorrectAnswer,QuestionSequence,ConstructId,Type,Timestamp
7,,4,202465,76005,,,,3,2257,Lesson,2022-02-01 04:31:27.667000
7,51.0,4,202465,76153,0,2,1,3,2257,Checkout,2022-02-01 04:31:33.370000
7,52.0,4,202465,76153,0,3,1,3,2257,CheckoutRetry,2022-02-01 04:31:45.893333
7,53.0,4,202465,76006,1,2,2,4,2252,Checkin,2022-02-01 04:32:17.800000
7,54.0,4,202465,95802,1,3,3,5,2257,Checkin,2022-02-01 04:32:51.573333
8,55.0,5,232950,131431,0,2,1,1,435,Checkin,2022-02-01 06:12:25.663333
8,56.0,5,232950,131431,1,1,1,1,435,CheckinRetry,2022-02-01 06:13:40.433333
8,57.0,5,232950,131432,0,1,4,2,433,Checkin,2022-02-01 06:15:01.370000
8,58.0,5,232950,131432,0,3,4,2,433,CheckinRetry,2022-02-01 06:16:18.873333
8,,5,232950,131432,,,,2,433,Lesson,2022-02-01 06:26:19.423000
8,59.0,5,232950,133665,1,4,4,2,433,Checkout,2022-02-01 06:27:03.446666
8,60.0,5,232950,131433,1,1,1,3,427,Checkin,2022-02-01 06:30:41.523333
8,61.0,5,232950,131434,1,2,2,4,435,Checkin,2022-02-01 06:31:12.470000
8,62.0,5,232950,131435,0,4,3,5,435,Checkin,2022-02-01 06:33:29.163333
8,63.0,5,232950,131435,0,2,3,5,435,CheckinRetry,2022-02-01 06:37:21.150000
8,,5,232950,131435,,,,5,435,Lesson,2022-02-01 06:46:55.680000
8,64.0,5,232950,133668,1,4,4,5,435,Checkout,2022-02-01 06:48:08.616666
9,65.0,6,202675,89453,1,3,3,1,440,Checkin,2022-02-01 06:17:49.613333
9,66.0,6,202675,89550,1,3,3,2,450,Checkin,2022-02-01 06:18:04.940000
9,67.0,6,202675,89551,1,3,3,3,274,Checkin,2022-02-01 06:18:17.123333
9,68.0,6,202675,89552,0,4,3,4,277,Checkin,2022-02-01 06:18:46.070000
9,69.0,6,202675,89552,1,3,3,4,277,CheckinRetry,2022-02-01 06:18:49.860000
9,70.0,6,202675,89553,1,1,1,5,270,Checkin,2022-02-01 06:19:07.883333
9,,6,202675,89553,,,,5,270,Lesson,2022-02-01 06:19:37.570000
9,71.0,6,202675,120812,0,3,1,5,270,Checkout,2022-02-01 06:19:48.220000
9,72.0,6,202675,120812,1,1,1,5,270,CheckoutRetry,2022-02-01 06:19:59.190000
10,73.0,5,232951,131436,1,1,1,1,422,Checkin,2022-02-01 06:52:05.923333
10,74.0,5,232951,131437,0,2,4,2,428,Checkin,2022-02-01 06:53:02.053333
10,75.0,5,232951,131437,1,4,4,2,428,CheckinRetry,2022-02-01 06:53:41.453333
10,76.0,5,232951,131438,1,3,3,3,429,Checkin,2022-02-01 06:54:45.936666
10,77.0,5,232951,131439,1,1,1,4,436,Checkin,2022-02-01 06:56:29.613333
10,78.0,5,232951,131440,1,2,2,5,437,Checkin,2022-02-01 06:56:59.380000
11,79.0,7,201910,75995,1,2,2,1,2210,Checkin,2022-02-01 06:53:55.216666
11,80.0,7,201910,75996,1,3,3,2,2208,Checkin,2022-02-01 06:54:07.226666
11,81.0,7,201910,75997,1,4,4,3,2211,Checkin,2022-02-01 06:54:17.973333
11,82.0,7,201910,75998,1,4,4,4,2253,Checkin,2022-02-01 06:54:38.923333
11,83.0,7,201910,75999,1,2,2,5,3065,Checkin,2022-02-01 06:55:12.040000
11,,7,201910,75999,,,,5,3065,Lesson,2022-02-01 06:55:40.477000
11,84.0,7,201910,76147,1,1,1,5,3065,Checkout,2022-02-01 06:55:51.236666
12,85.0,8,202049,89261,1,4,4,1,106,Checkin,2022-02-01 06:54:09.640000
12,86.0,8,202049,89289,1,1,1,2,2564,Checkin,2022-02-01 06:54:59.756666
12,87.0,8,202049,102148,1,3,3,3,130,Checkin,2022-02-01 06:55:26.496666
12,88.0,8,202049,89290,1,4,4,4,3279,Checkin,2022-02-01 06:55:51.776666
12,89.0,8,202049,102149,1,2,2,5,3411,Checkin,2022-02-01 06:56:09.676666
